invoice_id,timestamp,day_of_week,hour,channel,zone,cashier_id,client_name,product_name,quantity,total_price,is_anulada,insumo_name,insumo_qty_used,context_event,weather
5295,2026-04-22 21:58:00,Miércoles,21,Cliente al paso,Barrio Centro,Cajero_2,Cliente_113,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
5296,2026-04-22 20:45:00,Miércoles,20,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_123,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5297,2026-04-22 23:56:00,Miércoles,23,Cliente al paso,Barrio Norte,Cajero_2,Cliente_124,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
5298,2026-04-22 22:06:00,Miércoles,22,Cliente al paso,Zona Oeste,Cajero_1,Cliente_137,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5299,2026-04-22 23:09:00,Miércoles,23,Cliente al paso,Barrio Centro,Cajero_2,Cliente_138,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
5300,2026-04-23 20:22:00,Jueves,20,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_123,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5301,2026-04-23 20:36:00,Jueves,20,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_144,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5302,2026-04-23 21:14:00,Jueves,21,Cliente al paso,Zona Oeste,Cajero_3_Anomalo,Cliente_101,Agua de Horchata Grande,2,0.0,True,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5303,2026-04-23 20:51:00,Jueves,20,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_116,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5304,2026-04-23 22:40:00,Jueves,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_106,Taco de Barbacoa,4,7600.0,False,Carne de Barbacoa (kg),0.44,Día Comercial Estándar,Despejado
5305,2026-04-23 22:03:00,Jueves,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_116,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
5306,2026-04-23 23:54:00,Jueves,23,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_116,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5307,2026-04-23 21:42:00,Jueves,21,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_126,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5308,2026-04-23 22:16:00,Jueves,22,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_126,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5309,2026-04-23 22:01:00,Jueves,22,Cliente al paso,Zona Sur,Cajero_2,Cliente_115,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5310,2026-04-23 22:30:00,Jueves,22,Cliente al paso,Zona Oeste,Cajero_1,Cliente_113,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5311,2026-04-23 23:42:00,Jueves,23,Cliente al paso,Zona Oeste,Cajero_1,Cliente_115,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5312,2026-04-23 21:35:00,Jueves,21,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_148,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5313,2026-04-23 20:39:00,Jueves,20,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_123,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
5314,2026-04-23 22:41:00,Jueves,22,Cliente al paso,Barrio Norte,Cajero_3_Anomalo,Cliente_133,Taco de Asada,1,0.0,True,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
5315,2026-04-23 22:17:00,Jueves,22,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_134,Taco de Barbacoa,3,5700.0,False,Carne de Barbacoa (kg),0.33,Día Comercial Estándar,Despejado
5316,2026-04-23 22:20:00,Jueves,22,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_107,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
5317,2026-04-23 20:56:00,Jueves,20,Envío a domicilio,Zona Oeste,Cajero_3_Anomalo,Cliente_131,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5318,2026-04-23 22:19:00,Jueves,22,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_120,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5319,2026-04-23 23:36:00,Jueves,23,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_112,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
5320,2026-04-23 22:15:00,Jueves,22,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_128,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
5321,2026-04-23 22:45:00,Jueves,22,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_122,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5322,2026-04-23 21:41:00,Jueves,21,Cliente al paso,Barrio Norte,Cajero_2,Cliente_125,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
5323,2026-04-23 22:00:00,Jueves,22,Envío a domicilio,Barrio Norte,Cajero_3_Anomalo,Cliente_132,Gaseosa en Lata,4,4800.0,False,Bebidas (unidades),4.0,Día Comercial Estándar,Despejado
5324,2026-04-23 22:49:00,Jueves,22,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_112,Gaseosa en Lata,2,0.0,True,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5325,2026-04-23 22:37:00,Jueves,22,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_142,Agua de Horchata Grande,1,0.0,True,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5326,2026-04-23 20:56:00,Jueves,20,Envío a domicilio,Zona Sur,Cajero_1,Cliente_114,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
5327,2026-04-23 22:14:00,Jueves,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_133,Taco de Barbacoa,3,5700.0,False,Carne de Barbacoa (kg),0.33,Día Comercial Estándar,Despejado
5328,2026-04-23 20:33:00,Jueves,20,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_130,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
5329,2026-04-23 21:11:00,Jueves,21,Envío a domicilio,Zona Oeste,Cajero_3_Anomalo,Cliente_110,Taco de Asada,3,0.0,True,Carne de Res Asada (kg),0.30000000000000004,Día Comercial Estándar,Despejado
5330,2026-04-23 23:10:00,Jueves,23,Cliente al paso,Barrio Centro,Cajero_2,Cliente_108,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5331,2026-04-23 21:35:00,Jueves,21,Cliente al paso,Zona Sur,Cajero_1,Cliente_147,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5332,2026-04-23 21:58:00,Jueves,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_130,Agua de Horchata Grande,4,3600.0,False,Bebidas (unidades),4.0,Día Comercial Estándar,Despejado
5333,2026-04-23 23:51:00,Jueves,23,Cliente al paso,Barrio Norte,Cajero_2,Cliente_142,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
5334,2026-04-23 21:54:00,Jueves,21,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_134,Gaseosa en Lata,3,3600.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5335,2026-04-23 22:35:00,Jueves,22,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_145,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
5336,2026-04-23 22:54:00,Jueves,22,Envío a domicilio,Zona Sur,Cajero_2,Cliente_105,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
5337,2026-04-23 22:08:00,Jueves,22,Cliente al paso,Barrio Norte,Cajero_3_Anomalo,Cliente_106,Agua de Horchata Grande,3,0.0,True,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5338,2026-04-23 20:12:00,Jueves,20,Envío a domicilio,Zona Oeste,Cajero_1,Cliente_103,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
5339,2026-04-23 21:42:00,Jueves,21,Cliente al paso,Zona Oeste,Cajero_1,Cliente_129,Taco al Pastor,4,6000.0,False,Carne Al Pastor (kg),0.4,Día Comercial Estándar,Despejado
5340,2026-04-23 23:01:00,Jueves,23,Cliente al paso,Zona Oeste,Cajero_1,Cliente_111,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5341,2026-04-23 22:43:00,Jueves,22,Envío a domicilio,Zona Sur,Cajero_3_Anomalo,Cliente_147,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5342,2026-04-23 21:40:00,Jueves,21,Cliente al paso,Barrio Centro,Cajero_2,Cliente_137,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
5343,2026-04-23 21:25:00,Jueves,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_102,Quesadilla Especial,4,8800.0,False,Queso Muzzarella (kg),0.6,Día Comercial Estándar,Despejado
5344,2026-04-23 22:44:00,Jueves,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_127,Taco de Asada,3,5400.0,False,Carne de Res Asada (kg),0.30000000000000004,Día Comercial Estándar,Despejado
5345,2026-04-23 22:03:00,Jueves,22,Cliente al paso,Zona Sur,Cajero_1,Cliente_117,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5346,2026-04-24 23:24:00,Viernes,23,Cliente al paso,Zona Sur,Cajero_3_Anomalo,Cliente_123,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5347,2026-04-24 20:13:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_VIP_Juan,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5348,2026-04-24 23:04:00,Viernes,23,Cliente al paso,Barrio Centro,Cajero_2,Cliente_115,Taco de Barbacoa,4,7600.0,False,Carne de Barbacoa (kg),0.44,Día Comercial Estándar,Despejado
5349,2026-04-24 21:07:00,Viernes,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_143,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
5350,2026-04-24 22:31:00,Viernes,22,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_146,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5351,2026-04-24 21:21:00,Viernes,21,Envío a domicilio,Zona Sur,Cajero_2,Cliente_138,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5352,2026-04-24 22:02:00,Viernes,22,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_116,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5353,2026-04-24 21:48:00,Viernes,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_140,Gaseosa en Lata,3,3600.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5354,2026-04-24 21:34:00,Viernes,21,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_117,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5355,2026-04-24 22:40:00,Viernes,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_126,Taco de Asada,3,5400.0,False,Carne de Res Asada (kg),0.30000000000000004,Día Comercial Estándar,Despejado
5356,2026-04-24 22:37:00,Viernes,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_147,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5357,2026-04-24 21:09:00,Viernes,21,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_148,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
5358,2026-04-24 20:43:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_132,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5359,2026-04-24 20:53:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_114,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5360,2026-04-24 20:30:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_140,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5361,2026-04-24 23:06:00,Viernes,23,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_101,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5362,2026-04-24 22:39:00,Viernes,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_138,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
5363,2026-04-24 22:54:00,Viernes,22,Cliente al paso,Barrio Norte,Cajero_2,Cliente_147,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5364,2026-04-24 23:31:00,Viernes,23,Cliente al paso,Barrio Norte,Cajero_3_Anomalo,Cliente_119,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
5365,2026-04-24 22:00:00,Viernes,22,Cliente al paso,Barrio Centro,Cajero_1,Cliente_126,Taco de Barbacoa,3,5700.0,False,Carne de Barbacoa (kg),0.33,Día Comercial Estándar,Despejado
5366,2026-04-24 21:04:00,Viernes,21,Envío a domicilio,Zona Oeste,Cajero_1,Cliente_114,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5367,2026-04-24 23:28:00,Viernes,23,Cliente al paso,Barrio Norte,Cajero_3_Anomalo,Cliente_VIP_Juan,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5368,2026-04-24 20:34:00,Viernes,20,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_103,Gaseosa en Lata,3,3600.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5369,2026-04-24 21:35:00,Viernes,21,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_138,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5370,2026-04-24 22:43:00,Viernes,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_102,Taco de Carnitas,2,3400.0,False,Carne de Cerdo Carnitas (kg),0.2,Día Comercial Estándar,Despejado
5371,2026-04-24 22:27:00,Viernes,22,Cliente al paso,Zona Oeste,Cajero_1,Cliente_116,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5372,2026-04-24 22:32:00,Viernes,22,Cliente al paso,Zona Sur,Cajero_3_Anomalo,Cliente_109,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5373,2026-04-24 23:33:00,Viernes,23,Cliente al paso,Barrio Norte,Cajero_1,Cliente_123,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5374,2026-04-24 22:13:00,Viernes,22,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_140,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5375,2026-04-24 21:49:00,Viernes,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_103,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
5376,2026-04-24 20:22:00,Viernes,20,Envío a domicilio,Zona Sur,Cajero_2,Cliente_127,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5377,2026-04-24 22:51:00,Viernes,22,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_126,Quesadilla Especial,1,0.0,True,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5378,2026-04-24 21:31:00,Viernes,21,Cliente al paso,Barrio Norte,Cajero_2,Cliente_135,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5379,2026-04-24 20:25:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_123,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5380,2026-04-24 20:47:00,Viernes,20,Envío a domicilio,Zona Oeste,Cajero_1,Cliente_104,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5381,2026-04-24 20:02:00,Viernes,20,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_124,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
5382,2026-04-24 23:03:00,Viernes,23,Cliente al paso,Barrio Norte,Cajero_3_Anomalo,Cliente_119,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5383,2026-04-24 20:48:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_130,Taco al Pastor,1,1500.0,False,Carne Al Pastor (kg),0.1,Día Comercial Estándar,Despejado
5384,2026-04-24 21:43:00,Viernes,21,Cliente al paso,Barrio Norte,Cajero_1,Cliente_139,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5385,2026-04-24 21:06:00,Viernes,21,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_139,Quesadilla Especial,3,6600.0,False,Queso Muzzarella (kg),0.44999999999999996,Día Comercial Estándar,Despejado
5386,2026-04-24 22:53:00,Viernes,22,Envío a domicilio,Zona Sur,Cajero_2,Cliente_136,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5387,2026-04-24 21:56:00,Viernes,21,Envío a domicilio,Zona Oeste,Cajero_2,Cliente_109,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5388,2026-04-24 21:42:00,Viernes,21,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_123,Taco de Carnitas,3,5100.0,False,Carne de Cerdo Carnitas (kg),0.30000000000000004,Día Comercial Estándar,Despejado
5389,2026-04-24 21:04:00,Viernes,21,Cliente al paso,Zona Sur,Cajero_3_Anomalo,Cliente_107,Gaseosa en Lata,3,3600.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5390,2026-04-24 20:03:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_123,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5391,2026-04-24 20:51:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_110,Quesadilla Especial,2,4400.0,False,Queso Muzzarella (kg),0.3,Día Comercial Estándar,Despejado
5392,2026-04-24 20:41:00,Viernes,20,Envío a domicilio,Barrio Norte,Cajero_1,Cliente_112,Taco de Asada,3,5400.0,False,Carne de Res Asada (kg),0.30000000000000004,Día Comercial Estándar,Despejado
5393,2026-04-24 22:43:00,Viernes,22,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_123,Taco de Asada,1,1800.0,False,Carne de Res Asada (kg),0.1,Día Comercial Estándar,Despejado
5394,2026-04-24 21:26:00,Viernes,21,Cliente al paso,Barrio Norte,Cajero_1,Cliente_141,Agua de Horchata Grande,2,1800.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5395,2026-04-24 21:03:00,Viernes,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_143,Gaseosa en Lata,3,3600.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5396,2026-04-24 22:53:00,Viernes,22,Envío a domicilio,Zona Sur,Cajero_1,Cliente_108,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5397,2026-04-24 23:48:00,Viernes,23,Cliente al paso,Barrio Centro,Cajero_2,Cliente_132,Gaseosa en Lata,1,1200.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5398,2026-04-24 22:18:00,Viernes,22,Cliente al paso,Barrio Centro,Cajero_2,Cliente_148,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5399,2026-04-24 22:53:00,Viernes,22,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_107,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5400,2026-04-24 23:43:00,Viernes,23,Cliente al paso,Barrio Norte,Cajero_1,Cliente_129,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5401,2026-04-24 21:18:00,Viernes,21,Cliente al paso,Barrio Norte,Cajero_2,Cliente_149,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5402,2026-04-24 21:58:00,Viernes,21,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_144,Taco de Carnitas,4,6800.0,False,Carne de Cerdo Carnitas (kg),0.4,Día Comercial Estándar,Despejado
5403,2026-04-24 22:51:00,Viernes,22,Cliente al paso,Zona Sur,Cajero_2,Cliente_136,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5404,2026-04-24 20:36:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_3_Anomalo,Cliente_117,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5405,2026-04-24 21:57:00,Viernes,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_124,Taco de Carnitas,1,1700.0,False,Carne de Cerdo Carnitas (kg),0.1,Día Comercial Estándar,Despejado
5406,2026-04-24 21:10:00,Viernes,21,Envío a domicilio,Barrio Norte,Cajero_3_Anomalo,Cliente_125,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
5407,2026-04-24 21:13:00,Viernes,21,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_138,Taco de Barbacoa,1,1900.0,False,Carne de Barbacoa (kg),0.11,Día Comercial Estándar,Despejado
5408,2026-04-24 21:32:00,Viernes,21,Envío a domicilio,Zona Sur,Cajero_1,Cliente_141,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5409,2026-04-24 23:15:00,Viernes,23,Cliente al paso,Barrio Norte,Cajero_2,Cliente_120,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5410,2026-04-24 23:04:00,Viernes,23,Cliente al paso,Barrio Norte,Cajero_2,Cliente_119,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5411,2026-04-24 22:25:00,Viernes,22,Cliente al paso,Barrio Norte,Cajero_3_Anomalo,Cliente_144,Agua de Horchata Grande,1,900.0,False,Bebidas (unidades),1.0,Día Comercial Estándar,Despejado
5412,2026-04-24 21:13:00,Viernes,21,Envío a domicilio,Barrio Norte,Cajero_2,Cliente_125,Gaseosa en Lata,2,2400.0,False,Bebidas (unidades),2.0,Día Comercial Estándar,Despejado
5413,2026-04-24 21:01:00,Viernes,21,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_123,Quesadilla Especial,4,8800.0,False,Queso Muzzarella (kg),0.6,Día Comercial Estándar,Despejado
5414,2026-04-24 22:31:00,Viernes,22,Cliente al paso,Zona Sur,Cajero_3_Anomalo,Cliente_118,Taco al Pastor,3,4500.0,False,Carne Al Pastor (kg),0.30000000000000004,Día Comercial Estándar,Despejado
5415,2026-04-24 22:01:00,Viernes,22,Envío a domicilio,Zona Sur,Cajero_3_Anomalo,Cliente_131,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
5416,2026-04-24 21:17:00,Viernes,21,Cliente al paso,Barrio Centro,Cajero_2,Cliente_111,Taco de Barbacoa,2,3800.0,False,Carne de Barbacoa (kg),0.22,Día Comercial Estándar,Despejado
5417,2026-04-24 21:54:00,Viernes,21,Cliente al paso,Barrio Centro,Cajero_1,Cliente_147,Taco de Carnitas,3,5100.0,False,Carne de Cerdo Carnitas (kg),0.30000000000000004,Día Comercial Estándar,Despejado
5418,2026-04-24 23:58:00,Viernes,23,Cliente al paso,Barrio Centro,Cajero_2,Cliente_104,Quesadilla Especial,1,2200.0,False,Queso Muzzarella (kg),0.15,Día Comercial Estándar,Despejado
5419,2026-04-24 23:01:00,Viernes,23,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_111,Taco de Asada,2,3600.0,False,Carne de Res Asada (kg),0.2,Día Comercial Estándar,Despejado
5420,2026-04-24 22:59:00,Viernes,22,Cliente al paso,Barrio Centro,Cajero_3_Anomalo,Cliente_104,Gaseosa en Lata,3,3600.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5421,2026-04-24 21:21:00,Viernes,21,Cliente al paso,Zona Oeste,Cajero_1,Cliente_145,Taco al Pastor,2,3000.0,False,Carne Al Pastor (kg),0.2,Día Comercial Estándar,Despejado
5422,2026-04-24 22:59:00,Viernes,22,Envío a domicilio,Barrio Centro,Cajero_1,Cliente_112,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
5423,2026-04-24 20:08:00,Viernes,20,Envío a domicilio,Barrio Centro,Cajero_2,Cliente_114,Agua de Horchata Grande,3,2700.0,False,Bebidas (unidades),3.0,Día Comercial Estándar,Despejado
